City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,katsuura,JP,35.1333,140.3,48.49,57,96,6.82,overcast clouds
359,bakel,SN,14.905,-12.4568,69.64,14,100,10.2,overcast clouds
360,saint-philippe,RE,-21.3585,55.7679,85.59,76,59,13.15,broken clouds
361,saint-louis,SN,16.3333,-15.0,69.44,12,94,10.38,overcast clouds
362,quatre cocos,MU,-20.2078,57.7625,82.51,72,20,13.49,light rain
363,gimli,CA,50.6336,-96.9907,12.72,96,99,5.1,overcast clouds
364,tromso,NO,69.6496,18.957,30.22,74,20,11.5,few clouds
365,anadyr,RU,64.75,177.4833,-23.17,97,7,7.4,clear sky
366,kongoussi,BF,13.3258,-1.5347,63.05,25,37,9.89,scattered clouds
367,shishou,CN,29.7226,112.419,64.62,38,15,9.42,few clouds
368,hambantota,LK,6.1241,81.1185,86.34,58,20,12.66,few clouds
369,klaebu,NO,63.2976,10.4826,43.03,67,100,25.26,light rain
370,ponta do sol,PT,32.6667,-17.1,66.83,79,20,3.58,few clouds
371,port hardy,CA,50.6996,-127.4199,42.08,87,34,5.93,scattered clouds
372,rapar,IN,23.5667,70.6333,78.76,27,0,9.51,clear sky
373,ahuimanu,US,21.4447,-157.8378,72.61,79,19,8.3,few clouds
374,heishan,CN,41.6892,122.1128,38.73,50,100,17.65,overcast clouds
375,hakkari,TR,37.5833,44.1667,27.21,51,0,2.42,clear sky
376,acajutla,SV,13.5928,-89.8275,76.51,71,12,4.38,few clouds
377,gallup,US,35.5281,-108.7426,43.56,48,100,5.99,overcast clouds
378,huejucar,MX,22.35,-103.2167,51.93,35,1,4.7,clear sky
379,sioux lookout,CA,50.1001,-91.917,26.67,100,100,4.61,mist
380,tianpeng,CN,30.9866,103.9393,54.72,52,83,3.94,broken clouds
381,konongo,GH,6.6167,-1.2167,68.47,89,11,1.03,few clouds
382,bulembu,SZ,-25.9667,31.1333,77.94,50,0,2.91,clear sky
383,mayskiy,RU,47.6931,40.1025,4.41,66,20,20.36,few clouds
384,dakar,SN,14.6937,-17.4441,67.08,51,97,18.07,overcast clouds
385,svetlaya,RU,46.5389,138.3297,23.38,72,100,1.68,overcast clouds
386,finsterwalde,DE,51.6333,13.7167,42.46,80,100,12.1,overcast clouds
387,kamenka,RU,51.3223,42.7678,1.31,72,44,11.77,scattered clouds
388,cam ranh,VN,11.9214,109.1591,80.56,74,20,10.36,few clouds
389,akureyri,IS,65.6835,-18.0878,26.58,97,100,7.16,overcast clouds
390,ochakiv,UA,46.6128,31.5498,30.25,75,93,22.84,overcast clouds
391,vanimo,PG,-2.6741,141.3028,83.1,74,74,4.38,broken clouds
392,deputatskiy,RU,69.3,139.9,-48.06,98,63,1.95,broken clouds
393,togur,RU,58.3631,82.8265,-29.11,92,39,4.41,scattered clouds
394,anchorage,US,61.2181,-149.9003,34.63,84,100,3.0,overcast clouds
395,progreso,MX,21.2833,-89.6667,69.91,84,0,9.1,clear sky
396,kirishi,RU,59.4471,32.0205,23.18,93,100,11.92,light snow
397,sur,OM,22.5667,59.5289,78.75,61,2,10.58,clear sky
398,paredon,MX,16.0333,-93.8667,75.97,70,6,8.3,clear sky
399,santa isabel do rio negro,BR,-0.4139,-65.0192,72.61,99,100,2.1,overcast clouds
400,vardo,NO,70.3705,31.1107,22.98,86,75,25.32,broken clouds
401,marsa matruh,EG,31.3525,27.2453,57.81,66,90,19.86,overcast clouds
402,pakxan,LA,18.3778,103.6601,68.04,89,100,1.86,overcast clouds
403,hualmay,PE,-11.0964,-77.6139,68.52,80,100,5.66,overcast clouds
404,nouadhibou,MR,20.931,-17.0347,66.42,45,0,13.82,clear sky
405,hauterive,FR,46.0901,3.4459,51.35,76,100,8.46,overcast clouds
406,aitape,PG,-3.1374,142.3475,82.87,77,62,3.44,broken clouds
407,rio grande,BR,-32.035,-52.0986,70.47,91,6,7.94,clear sky
408,otavi,NA,-19.65,17.3333,77.09,46,100,14.09,overcast clouds
409,buenos aires,AR,-34.6132,-58.3772,76.95,73,11,1.01,few clouds
410,saint-paul,RE,-21.0096,55.2707,86.36,71,86,1.45,light rain
411,nazare,BR,-13.035,-39.0144,72.16,98,100,1.23,overcast clouds
412,atambua,ID,-9.1061,124.8925,79.79,75,61,6.89,broken clouds
413,shumikha,RU,55.2261,63.2961,3.96,87,98,16.28,overcast clouds
414,rockland,US,41.1668,-74.0496,37.45,70,56,1.99,broken clouds
415,boa esperanca,BR,-21.09,-45.5658,64.11,95,89,0.72,overcast clouds
416,archidona,ES,37.0965,-4.3887,48.76,90,51,5.35,broken clouds
417,manono,CD,-7.3,27.4167,68.14,99,100,3.2,moderate rain
418,calabozo,VE,8.9242,-67.4293,75.96,68,10,6.55,clear sky
419,waingapu,ID,-9.6567,120.2641,86.95,57,84,7.58,broken clouds
420,kifri,IQ,34.6959,44.9661,52.2,39,0,6.02,clear sky
421,sicamous,CA,50.8331,-118.9856,32.18,96,100,2.1,overcast clouds
422,tommot,RU,58.9564,126.2925,0.88,93,99,6.22,overcast clouds
423,clearwater,US,27.9659,-82.8001,60.91,79,0,5.01,clear sky
424,schwerin,DE,53.6294,11.4132,46.02,97,100,8.99,heavy intensity rain
425,wewak,PG,-3.5534,143.6268,82.72,78,99,5.59,overcast clouds
426,zelenogorskiy,RU,55.0333,87.0,-12.01,93,100,8.99,overcast clouds
427,port moresby,PG,-9.4431,147.1797,81.12,78,93,3.22,light rain
428,kokopo,PG,-4.352,152.2633,80.44,81,100,6.89,light rain
429,adwa,ET,14.1646,38.8955,68.49,48,4,4.38,clear sky
430,bridlington,GB,54.0831,-0.1919,44.89,73,79,23.58,broken clouds
431,sorong,ID,-0.8833,131.25,84.52,70,100,6.2,moderate rain
432,marsh harbour,BS,26.5412,-77.0636,70.43,58,0,1.92,clear sky
433,acarau,BR,-2.8856,-40.12,77.0,84,100,8.23,overcast clouds
434,ewa beach,US,21.3156,-158.0072,75.15,71,0,4.61,clear sky
435,abu dhabi,AE,24.4667,54.3667,71.96,59,18,1.01,few clouds
436,boralday,KZ,43.3578,76.8594,10.26,85,100,6.71,mist
437,ouango,CF,4.3133,22.5552,78.57,28,62,4.92,broken clouds
438,upington,ZA,-28.4478,21.2561,95.38,17,0,10.36,clear sky
439,vagur,FO,61.4732,-6.8119,40.51,95,100,24.09,light rain
440,mae hong son,TH,19.3003,97.9685,87.71,28,0,3.94,clear sky
441,boa vista,BR,2.8197,-60.6733,75.18,94,75,4.61,broken clouds
442,pisco,PE,-13.7,-76.2167,66.25,82,100,4.61,overcast clouds
443,kruisfontein,ZA,-34.0033,24.7314,79.88,59,4,5.48,clear sky
444,chicama,PE,-7.8447,-79.1469,64.94,76,100,3.31,overcast clouds
445,aracati,BR,-4.5617,-37.7697,78.44,75,85,8.5,overcast clouds
446,roswell,US,34.0232,-84.3616,47.97,83,0,0.0,clear sky
447,mahebourg,MU,-20.4081,57.7,82.69,65,40,14.97,light rain
448,vuktyl,RU,63.8567,57.3094,2.75,95,100,10.58,light snow
449,matagami,CA,49.7502,-77.6328,-18.18,100,100,2.77,overcast clouds
450,maniitsoq,GL,65.4167,-52.9,9.03,76,38,10.58,scattered clouds
451,patrocinio,BR,-18.9439,-46.9925,63.27,97,100,4.09,light rain
452,harqalah,TN,36.0303,10.509,57.06,75,13,12.73,few clouds
453,seoul,KR,37.5683,126.9778,47.59,39,1,0.6,clear sky
454,goderich,CA,43.7501,-81.7165,31.91,82,24,16.2,few clouds
455,paranhos,BR,-23.8928,-55.4311,67.26,90,100,3.15,overcast clouds
456,denpasar,ID,-8.65,115.2167,89.26,70,75,13.8,broken clouds
457,port shepstone,ZA,-30.7414,30.455,77.36,84,29,13.98,scattered clouds
458,tezu,IN,27.9167,96.1667,75.83,23,1,3.76,clear sky
459,rosetta,EG,31.4044,30.4164,57.92,59,100,12.06,overcast clouds
460,roros,NO,62.5747,11.3842,31.84,86,75,14.97,light snow
461,zhezkazgan,KZ,47.8043,67.7144,-13.02,77,20,4.47,few clouds
462,saint helens,GB,53.45,-2.7333,46.38,75,0,14.97,clear sky
463,vieste,IT,41.8825,16.175,51.85,61,3,30.18,clear sky
464,sidi ali,DZ,36.0998,0.4206,52.21,82,0,5.12,clear sky
465,rio gallegos,AR,-51.6226,-69.2181,51.85,62,0,6.91,clear sky
466,slave lake,CA,55.2834,-114.769,19.38,93,100,3.44,overcast clouds
467,wanganui,NZ,-39.9333,175.05,59.59,94,100,15.01,overcast clouds
468,estepa,ES,37.2926,-4.879,44.65,89,93,0.07,overcast clouds
469,kaitong,CN,44.8135,123.15,38.17,39,55,9.64,broken clouds
470,camocim,BR,-2.9022,-40.8411,75.42,84,75,8.01,broken clouds
471,chamrajnagar,IN,11.9167,76.95,82.96,22,5,5.73,clear sky
472,mlandizi,TZ,-6.7,38.7333,85.03,65,68,3.42,broken clouds
473,mega,ET,4.05,38.3,70.66,39,16,16.49,few clouds
474,catamarca,AR,-28.4696,-65.7852,84.06,48,1,8.46,clear sky
475,yaan,NG,7.3833,8.5667,73.89,25,83,10.22,broken clouds
476,lahaina,US,20.8783,-156.6825,74.8,74,5,11.45,clear sky
477,vaitape,PF,-16.5167,-151.75,79.95,75,100,15.41,moderate rain
478,margate,GB,51.3813,1.3862,45.88,88,0,4.0,clear sky
479,perth,AU,-31.9333,115.8333,82.02,51,0,18.41,haze
480,malakal,SS,9.5334,31.6605,78.22,15,25,12.62,scattered clouds
481,saintes,FR,45.6667,-0.75,52.5,86,100,11.95,overcast clouds
482,limbang,MY,4.75,115.0,86.11,80,100,3.91,overcast clouds
483,shumskiy,RU,54.8318,99.1328,-1.05,83,100,2.57,overcast clouds
484,shellbrook,CA,53.2168,-106.4011,-1.82,99,100,3.67,overcast clouds
485,bellevue,US,47.6104,-122.2007,47.97,83,100,1.99,overcast clouds
486,great yarmouth,GB,52.6083,1.7305,45.41,82,0,17.2,clear sky
487,saurimo,AO,-9.6608,20.3916,65.25,96,100,4.18,light rain
488,klaksvik,FO,62.2266,-6.589,41.92,92,100,25.46,light rain
489,walvis bay,NA,-22.9575,14.5053,67.08,72,100,7.92,overcast clouds
490,yeniseysk,RU,58.4497,92.1703,-19.41,91,100,5.93,overcast clouds
491,tukrah,LY,32.5341,20.5791,58.71,61,8,22.17,light rain
492,flin flon,CA,54.7682,-101.865,3.85,99,99,3.94,overcast clouds
493,poli,TZ,-3.3333,36.8,69.04,61,91,3.87,overcast clouds
494,quelimane,MZ,-17.8786,36.8883,84.15,74,40,5.75,scattered clouds
495,yumen,CN,40.2833,97.2,35.64,23,66,5.73,broken clouds
496,lowestoft,GB,52.4752,1.7516,45.41,88,0,16.15,clear sky
497,angoche,MZ,-16.2325,39.9086,84.47,68,20,4.36,few clouds
498,namatanai,PG,-3.6667,152.4333,82.0,77,100,3.76,light rain
499,chipinge,ZW,-20.1883,32.6236,77.97,35,3,5.46,clear sky
500,bonavista,CA,48.6499,-53.1147,25.66,68,100,9.73,overcast clouds
501,daloa,CI,6.8774,-6.4502,62.65,43,21,0.69,few clouds
502,tiznit,MA,29.5833,-9.5,56.86,62,100,2.33,overcast clouds
503,coihaique,CL,-45.5752,-72.0662,47.01,93,20,4.61,light rain
504,gerash,IR,27.6652,54.1371,54.73,60,44,3.13,scattered clouds
505,karnal,IN,29.6833,76.9833,65.97,39,100,5.03,overcast clouds
506,saint-augustin,CA,51.226,-58.6502,0.59,81,19,11.88,few clouds
507,dzhebariki-khaya,RU,62.2167,135.8,-15.57,98,100,4.7,overcast clouds
508,beloha,MG,-25.1667,45.05,86.41,57,6,0.92,clear sky
509,masallatah,LY,32.6167,14.0,55.0,70,94,19.35,light rain
510,ucluelet,CA,48.9329,-125.5528,49.08,77,100,7.92,overcast clouds
511,kununurra,AU,-15.7667,128.7333,98.58,36,96,3.44,overcast clouds
512,tual,ID,-5.6667,132.75,81.86,76,70,9.19,broken clouds
513,cabo rojo,PR,18.0866,-67.1457,76.68,87,0,1.99,clear sky
514,berdigestyakh,RU,62.0989,126.6992,-11.79,99,100,3.69,overcast clouds
515,lovozero,RU,68.005,35.0117,10.83,95,100,3.89,light snow
516,sacel,RO,47.6333,24.4333,40.71,89,100,4.23,overcast clouds
517,serra talhada,BR,-7.9919,-38.2983,70.66,79,100,5.06,overcast clouds
518,senovo,SI,46.0236,15.4769,37.26,93,7,3.44,fog
519,terrace,CA,54.5163,-128.6035,34.12,97,99,2.21,light snow
520,axim,GH,4.8699,-2.2405,78.13,82,100,2.75,overcast clouds
521,yar-sale,RU,66.8333,70.8333,-29.16,95,100,8.84,overcast clouds
522,gizo,SB,-8.103,156.8419,82.83,74,100,4.21,light rain
523,willmar,US,45.1219,-95.0433,26.62,100,100,3.44,light snow
524,bubaque,GW,11.2833,-15.8333,77.29,51,100,16.78,overcast clouds
525,hammerfest,NO,70.6634,23.6821,25.25,74,0,0.0,clear sky
526,havoysund,NO,70.9963,24.6622,26.83,79,100,8.99,overcast clouds
527,dingle,PH,10.9995,122.6711,72.75,95,100,9.55,overcast clouds
528,athens,GR,37.9795,23.7162,54.57,82,20,1.99,few clouds
529,agadez,NE,19.75,10.25,50.04,38,0,6.78,clear sky
530,pauini,BR,-7.7136,-66.9764,71.6,99,99,1.57,overcast clouds
531,bud,US,39.447,-86.1758,41.9,91,100,6.15,overcast clouds
532,vossevangen,NO,60.623,6.4229,38.3,99,100,7.27,light rain
533,solwezi,ZM,-12.1688,26.3894,63.14,97,100,0.36,moderate rain
534,pandan,PH,14.0453,124.1694,77.99,86,100,15.01,overcast clouds
535,vitim,RU,59.4511,112.5578,-10.43,88,100,10.33,overcast clouds
536,quzhou,CN,28.9594,118.8686,62.83,63,14,7.0,few clouds
537,lukovetskiy,RU,64.2956,41.9211,20.39,93,100,10.45,light snow
538,zhoucheng,CN,35.9122,116.3117,55.09,41,0,11.83,clear sky
539,kendari,ID,-3.945,122.4989,86.25,57,100,2.17,light rain
540,gongzhuling,CN,43.5008,124.8198,33.57,59,7,17.85,clear sky
541,kysyl-syr,RU,63.8986,122.7617,-29.42,96,100,6.13,overcast clouds
542,yankton,US,42.8711,-97.3973,29.12,93,0,9.22,clear sky
543,orlik,RU,52.5178,99.825,8.01,85,100,4.52,light snow
544,norrtalje,SE,59.758,18.705,40.42,83,100,18.57,light rain
545,gabu,GW,12.2833,-14.2167,70.39,17,79,7.25,broken clouds
546,tevriz,RU,57.509,72.4042,-7.31,96,96,0.89,overcast clouds
547,lasa,IT,46.6166,10.7002,24.69,83,100,3.53,overcast clouds
548,mangai,CD,-4.05,19.5333,73.18,91,100,1.72,overcast clouds
549,basco,PH,20.4487,121.9702,75.79,71,96,18.9,overcast clouds
550,manokwari,ID,-0.8667,134.0833,82.42,76,100,3.91,overcast clouds
551,horasan,TR,40.0458,42.1728,24.33,51,8,3.04,clear sky
552,auki,SB,-8.7676,160.7034,81.52,76,55,5.17,broken clouds
553,alexandria,EG,31.2156,29.9553,58.82,56,100,11.39,overcast clouds
554,ust-nera,RU,64.5667,143.2,-52.92,97,58,4.14,broken clouds
555,the valley,AI,18.217,-63.0578,77.09,74,3,12.06,clear sky
556,yanam,IN,16.7333,82.2167,84.74,38,0,2.73,clear sky
557,taft,IR,31.7471,54.2088,28.35,74,100,9.22,overcast clouds
558,north bend,US,43.4065,-124.2243,50.86,96,100,13.8,overcast clouds
559,mananara,MG,-16.1667,49.7667,85.35,64,36,4.79,scattered clouds
560,san francisco,US,37.7749,-122.4194,55.06,85,75,13.8,broken clouds
561,palana,RU,59.1167,159.9667,-6.05,94,15,6.11,few clouds
562,alcudia,ES,39.8532,3.1214,53.69,68,12,7.45,few clouds
563,zhangjiakou,CN,40.81,114.8794,36.46,37,1,2.73,clear sky
564,emirdag,TR,39.0197,31.15,42.48,88,100,7.31,overcast clouds
565,oussouye,SN,12.485,-16.5469,70.79,20,13,7.58,few clouds
566,bontang,ID,0.1333,117.5,83.35,69,100,3.11,overcast clouds
567,wajima,JP,37.4,136.9,46.47,62,6,12.75,clear sky
568,bishop auckland,GB,54.6555,-1.6771,44.17,83,100,8.01,overcast clouds
569,katherine,AU,-14.4667,132.2667,93.52,49,40,9.22,scattered clouds
570,sakakah,SA,29.9697,40.2064,48.69,59,0,2.04,clear sky
571,houma,US,29.5958,-90.7195,68.02,94,100,6.91,mist
572,geraldton,AU,-28.7667,114.6,77.41,50,0,14.97,clear sky
573,selizharovo,RU,56.8519,33.4487,16.86,92,100,11.79,light snow
574,lipin bor,RU,60.2622,37.9763,17.92,93,100,16.08,light snow
575,sorland,NO,67.667,12.6934,40.86,81,0,25.32,clear sky
576,kyra,RU,49.5776,111.9753,19.0,83,76,3.98,broken clouds
577,mazamari,PE,-11.3258,-74.5308,68.32,98,100,2.01,overcast clouds
578,beroroha,MG,-21.6667,45.1667,86.72,59,39,2.04,scattered clouds
579,evensk,RU,61.95,159.2333,7.45,96,100,3.13,overcast clouds
580,kenitra,MA,34.261,-6.5802,57.96,82,100,2.57,overcast clouds
581,port augusta,AU,-32.5,137.7667,85.14,36,94,10.13,overcast clouds
582,bilma,NE,18.6853,12.9164,53.82,35,0,9.95,clear sky
583,aswan,EG,24.0934,32.907,61.99,62,0,9.33,clear sky
584,san martin,AR,-33.081,-68.4681,69.93,61,0,5.59,clear sky
585,lata,PT,40.1629,-8.3327,57.81,98,100,2.15,overcast clouds
586,belyy yar,RU,53.6039,91.3903,-0.51,46,0,15.66,clear sky
587,hofn,IS,64.2539,-15.2082,36.03,68,100,21.39,overcast clouds
588,tupik,RU,54.4253,119.9327,17.73,70,100,11.39,overcast clouds
589,atessa,IT,42.0693,14.4511,44.51,53,2,5.01,clear sky
590,labrea,BR,-7.2586,-64.7981,71.51,99,97,1.9,overcast clouds
591,basoko,CD,1.2391,23.616,79.47,64,100,1.95,overcast clouds
592,paamiut,GL,61.994,-49.6678,21.63,69,100,7.05,overcast clouds
593,karema,TZ,-6.8205,30.4389,73.13,85,100,3.22,moderate rain
594,brenham,US,30.1669,-96.3977,65.35,67,0,4.61,clear sky
595,varna,BG,43.2167,27.9167,51.94,95,75,11.5,broken clouds
596,colesberg,ZA,-30.72,25.0972,88.25,19,6,14.56,clear sky
597,gobabis,NA,-22.45,18.9667,81.3,26,27,14.63,scattered clouds
598,lujiang,CN,31.2581,117.2817,63.46,40,0,8.55,clear sky
599,tombouctou,ML,20.0,-3.0,57.2,21,95,10.83,overcast clouds
600,key west,US,24.5557,-81.7826,73.4,65,0,10.36,clear sky
601,nechanice,CZ,50.2374,15.6328,39.24,78,100,3.53,overcast clouds
602,saint anthony,US,45.0205,-93.218,28.85,92,100,3.44,light snow
603,pacifica,US,37.6138,-122.4869,55.06,85,40,12.66,mist
604,humboldt,US,40.6665,-123.9178,39.74,95,97,7.25,overcast clouds
605,khudumelapye,BW,-23.8833,24.75,84.0,27,10,9.37,clear sky
606,sal rei,CV,16.1833,-22.9167,71.8,73,20,10.36,few clouds
607,avera,US,33.194,-82.5271,42.91,69,17,6.58,few clouds
608,nyuksenitsa,RU,60.4128,44.2397,11.88,75,100,13.85,overcast clouds
609,komsomolskiy,UZ,40.4272,71.7189,21.92,58,75,6.91,broken clouds
610,segezha,RU,63.7415,34.3222,28.09,89,100,17.43,overcast clouds
611,pinega,RU,64.7001,43.3936,18.45,91,100,11.21,overcast clouds
612,kungurtug,RU,50.5994,97.5228,9.91,90,100,4.72,light snow
613,kloulklubed,PW,7.0419,134.2556,81.1,80,100,15.95,moderate rain
614,zheleznodorozhnyy,RU,55.7503,38.0042,12.72,78,100,13.6,overcast clouds
615,mayo,US,38.8876,-76.5119,37.35,89,0,0.0,mist
616,isla vista,US,34.4133,-119.861,54.34,71,75,0.0,broken clouds
617,puerto el triunfo,SV,13.2833,-88.55,75.38,81,4,3.96,clear sky
618,mandurah,AU,-32.55,115.7,75.87,63,0,20.8,clear sky
619,nizwa,OM,22.9333,57.5333,76.95,34,0,5.03,clear sky
620,amarwara,IN,22.3,79.1667,75.33,19,0,4.0,clear sky
621,lerwick,GB,60.1545,-1.1494,46.4,89,100,41.25,light rain
622,huntsville,US,34.7304,-86.5861,54.21,79,75,13.0,broken clouds
623,kibala,TD,9.1104,18.3463,69.75,43,0,4.61,clear sky
624,qui nhon,VN,13.7667,109.2333,75.38,88,100,11.32,overcast clouds
625,san quintin,MX,30.4833,-115.95,59.4,94,100,5.32,overcast clouds
626,carutapera,BR,-1.195,-46.02,77.34,85,89,7.63,overcast clouds
627,minggang,CN,32.4586,114.0486,62.49,36,0,8.61,clear sky
628,bhakkar,PK,31.6253,71.0657,65.89,35,99,4.09,overcast clouds
629,cockburn town,TC,21.4612,-71.1419,76.89,75,30,11.16,scattered clouds
630,brae,GB,60.3964,-1.353,44.37,91,100,38.99,light rain
631,katobu,ID,-4.9408,122.5276,85.21,61,100,8.75,overcast clouds
632,veraval,IN,20.9,70.3667,79.77,38,0,7.67,clear sky
633,faya,SA,18.3851,42.4509,63.12,60,3,3.69,clear sky
634,finote selam,ET,10.7,37.2667,72.37,41,9,1.61,clear sky
635,solnechnyy,RU,50.7214,136.6319,3.97,98,100,4.45,overcast clouds
636,aksu,CN,41.1231,80.2644,35.76,30,100,2.08,overcast clouds
637,maceio,BR,-9.6658,-35.7353,74.64,100,75,3.44,broken clouds
638,udimskiy,RU,61.1417,45.9144,12.88,76,100,14.56,overcast clouds
639,misratah,LY,32.3754,15.0925,59.56,60,100,20.56,light rain
640,leh,IN,34.1667,77.5833,23.45,76,100,5.48,overcast clouds
641,nhulunbuy,AU,-12.2333,136.7667,90.21,58,96,18.41,overcast clouds
642,telchac,MX,21.2,-89.2667,65.53,96,4,3.85,clear sky
643,tabasco,MX,18.0,-92.6667,73.08,93,5,4.94,clear sky
644,jega,NG,12.2175,4.3792,64.45,26,1,13.91,clear sky
645,taiyuan,CN,37.8694,112.5603,40.86,38,100,2.24,overcast clouds
646,kurumkan,RU,54.3,110.3,12.72,85,82,4.68,broken clouds
647,victor harbor,AU,-35.5667,138.6167,86.68,78,2,1.99,clear sky
648,boyolangu,ID,-8.1181,111.8935,83.61,67,76,9.08,broken clouds
649,igrim,RU,63.1906,64.4162,1.56,88,100,7.81,overcast clouds
650,ginda,IN,30.6945,78.4932,63.79,17,100,5.77,overcast clouds
651,eyl,SO,7.9803,49.8164,81.61,51,0,16.58,clear sky
652,bac,RS,45.3919,19.2367,39.2,91,100,13.29,moderate rain
653,raudeberg,NO,61.9875,5.1352,43.47,31,100,25.23,light rain
654,yamada,JP,39.4667,141.95,40.68,73,81,5.79,broken clouds
655,port hawkesbury,CA,45.6169,-61.3485,25.18,81,100,17.0,overcast clouds
656,ekibastuz,KZ,51.6667,75.3667,-3.44,90,100,14.94,overcast clouds
657,ondjiva,AO,-17.0667,15.7333,68.04,88,75,11.5,broken clouds
658,las guacamayas,MX,18.0167,-102.2167,69.37,91,1,4.38,clear sky
659,matamoros,MX,25.5333,-103.25,54.1,45,0,2.46,clear sky
660,stykkisholmur,IS,65.0757,-22.7297,30.67,81,100,13.11,overcast clouds
661,ust-kulom,RU,61.6864,53.6902,8.74,92,100,11.65,light snow
662,dzaoudzi,YT,-12.7887,45.2699,85.89,70,0,6.91,clear sky
663,majene,ID,-3.5403,118.9707,83.37,68,93,4.54,overcast clouds
664,kathmandu,NP,27.7167,85.3167,64.62,34,20,3.44,few clouds
665,vredendal,ZA,-31.6683,18.5012,73.9,47,100,0.92,overcast clouds
666,verkhnevilyuysk,RU,63.4453,120.3167,-28.8,90,100,6.93,overcast clouds
667,vegreville,CA,53.5001,-112.0518,14.7,92,100,4.61,overcast clouds
668,lazaro cardenas,MX,17.9583,-102.2,70.93,89,1,4.32,clear sky
669,padang,ID,-0.9492,100.3543,86.05,73,100,4.29,light rain
670,kpandae,GH,8.4689,-0.0113,72.09,23,0,4.56,clear sky
671,kalemie,CD,-5.9475,29.1947,67.93,95,100,2.35,moderate rain
672,iguape,BR,-24.7081,-47.5553,70.92,95,100,4.12,overcast clouds
673,hamilton,US,39.1834,-84.5333,40.71,88,75,4.61,broken clouds
674,new waterford,US,40.8451,-80.6145,30.61,91,1,4.29,clear sky
675,galesong,ID,-5.3166,119.3661,86.02,70,99,8.12,overcast clouds
676,shubarkuduk,KZ,49.1447,56.4872,-4.13,71,0,2.66,clear sky
677,marathon,US,44.9,-89.7668,31.95,93,100,3.44,mist
678,urucara,BR,-2.5364,-57.76,72.12,99,100,2.35,overcast clouds
679,vilhena,BR,-12.7406,-60.1458,65.89,97,100,2.53,overcast clouds
680,nara,JP,34.6851,135.8049,51.91,33,3,2.73,clear sky
681,khakhea,BW,-24.6895,23.494,86.9,25,14,7.4,few clouds
682,husavik,IS,66.0449,-17.3389,30.69,94,100,11.16,light snow
683,hirara,JP,24.8,125.2833,73.67,68,40,17.27,scattered clouds
684,kozan,TR,37.4552,35.8157,51.39,43,79,4.14,broken clouds
685,santiago del estero,AR,-27.7951,-64.2615,76.98,52,2,7.31,clear sky
686,vaasa,FI,63.096,21.6158,35.62,93,100,10.36,light intensity drizzle
687,humaita,BR,-7.5061,-63.0208,72.16,93,99,2.1,overcast clouds
688,calvinia,ZA,-31.4707,19.776,81.91,14,100,1.59,overcast clouds
689,duluth,US,46.7833,-92.1066,32.29,94,100,0.0,mist
690,amposta,ES,40.7131,0.581,51.48,63,15,5.23,few clouds
691,necochea,AR,-38.5473,-58.7368,61.59,95,61,7.58,broken clouds
692,gumdag,TM,39.2061,54.5906,20.07,49,6,26.15,clear sky
693,lumberton,US,34.6182,-79.0086,39.29,83,97,2.62,overcast clouds
694,mana,GF,5.6592,-53.7767,74.08,92,98,7.63,overcast clouds
695,saiha,IN,22.4833,92.9667,78.64,23,0,4.09,clear sky
